FMCG Category,Order Region,Budget Month,Budgeted Sales,Budgeted Cost
Packaged Foods,Central Africa,2017-02-01,2412.86,1809.64
Packaged Foods,Central Africa,2017-03-01,2441.25,1830.94
Packaged Foods,Central Africa,2017-04-01,2305.07,1728.8
Packaged Foods,Central Africa,2017-05-01,2225.49,1669.12
Packaged Foods,Central Africa,2017-06-01,2379.01,1784.25
Packaged Foods,Central Africa,2017-07-01,2382.95,1787.21
Packaged Foods,Central Africa,2017-08-01,2421.86,1816.39
Packaged Foods,Central Africa,2017-09-01,2289.33,1717.0
Packaged Foods,Central Africa,2017-10-01,2447.64,1835.73
Packaged Foods,Central Africa,2017-11-01,2434.41,1825.81
Packaged Foods,Central Africa,2017-12-01,2459.22,1844.41
Packaged Foods,Central Africa,2018-01-01,2550.8,1913.1
Packaged Foods,Northern Europe,2015-01-01,12741.95,9556.47
Packaged Foods,Northern Europe,2015-02-01,12563.71,9422.78
Packaged Foods,Northern Europe,2015-03-01,13018.07,9763.55
Packaged Foods,Northern Europe,2015-04-01,12072.15,9054.12
Packaged Foods,Northern Europe,2015-05-01,12729.81,9547.36
Packaged Foods,Northern Europe,2015-06-01,12920.19,9690.15
Packaged Foods,Northern Europe,2015-07-01,12894.17,9670.63
Packaged Foods,Northern Europe,2015-08-01,11927.84,8945.88
Packaged Foods,Northern Europe,2015-09-01,12203.82,9152.86
Packaged Foods,Northern Europe,2015-10-01,13130.87,9848.15
Packaged Foods,Northern Europe,2015-11-01,12893.93,9670.44
Packaged Foods,Northern Europe,2015-12-01,11965.39,8974.04
Packaged Foods,Northern Europe,2016-01-01,13080.47,9810.36
Packaged Foods,Northern Europe,2016-02-01,13595.63,10196.72
Packaged Foods,Northern Europe,2016-03-01,13672.23,10254.18
Packaged Foods,Northern Europe,2016-04-01,13138.21,9853.65
Packaged Foods,Northern Europe,2016-05-01,12479.92,9359.94
Packaged Foods,Northern Europe,2016-06-01,12665.36,9499.02
Packaged Foods,Northern Europe,2016-07-01,12358.81,9269.11
Packaged Foods,Northern Europe,2016-08-01,12581.03,9435.77
Packaged Foods,Northern Europe,2016-09-01,12416.5,9312.38
Packaged Foods,Northern Europe,2016-10-01,13421.34,10066.01
Packaged Foods,Northern Europe,2016-11-01,13422.85,10067.14
Packaged Foods,Northern Europe,2016-12-01,13017.62,9763.21
Packaged Foods,Northern Europe,2017-01-01,14391.26,10793.44
Packaged Foods,Northern Europe,2017-02-01,13177.97,9883.48
Packaged Foods,Northern Europe,2017-03-01,13256.77,9942.58
Packaged Foods,Northern Europe,2017-04-01,13946.09,10459.57
Packaged Foods,Northern Europe,2017-05-01,13808.48,10356.36
Packaged Foods,Northern Europe,2017-06-01,13138.17,9853.63
Packaged Foods,Northern Europe,2017-07-01,14434.0,10825.5
Packaged Foods,Northern Europe,2017-08-01,13963.33,10472.49
Packaged Foods,Northern Europe,2017-09-01,13940.39,10455.29
Packaged Foods,Northern Europe,2017-10-01,13552.56,10164.42
Packaged Foods,Northern Europe,2017-11-01,13937.51,10453.13
Packaged Foods,Northern Europe,2017-12-01,13054.48,9790.86
Packaged Foods,Northern Europe,2018-01-01,14105.5,10579.13
Packaged Foods,North Africa,2015-01-01,4186.03,3139.52
Packaged Foods,North Africa,2015-02-01,4168.89,3126.67
Packaged Foods,North Africa,2015-03-01,4132.95,3099.72
Packaged Foods,North Africa,2015-04-01,3899.13,2924.35
Packaged Foods,North Africa,2015-05-01,4031.9,3023.92
Packaged Foods,North Africa,2015-06-01,4359.64,3269.73
Packaged Foods,North Africa,2015-07-01,4339.21,3254.4
Packaged Foods,North Africa,2015-08-01,4278.41,3208.81
Packaged Foods,North Africa,2015-09-01,3904.41,2928.3
Packaged Foods,North Africa,2015-10-01,3909.21,2931.91
Packaged Foods,North Africa,2015-11-01,3978.03,2983.52
Packaged Foods,North Africa,2015-12-01,4282.13,3211.6
Packaged Foods,North Africa,2016-01-01,4172.39,3129.29
Packaged Foods,North Africa,2016-02-01,4183.49,3137.62
Packaged Foods,North Africa,2016-03-01,4201.71,3151.28
Packaged Foods,North Africa,2016-04-01,4447.16,3335.37
Packaged Foods,North Africa,2016-05-01,4340.41,3255.31
Packaged Foods,North Africa,2016-06-01,4513.25,3384.94
Packaged Foods,North Africa,2016-07-01,4106.0,3079.5
Packaged Foods,North Africa,2016-08-01,4093.29,3069.97
Packaged Foods,North Africa,2016-09-01,4505.85,3379.39
Packaged Foods,North Africa,2016-10-01,4123.09,3092.32
Packaged Foods,North Africa,2016-11-01,4437.67,3328.25
Packaged Foods,North Africa,2016-12-01,4380.38,3285.28
Packaged Foods,North Africa,2017-01-01,4382.82,3287.12
Packaged Foods,North Africa,2017-02-01,4411.69,3308.77
Packaged Foods,North Africa,2017-03-01,4673.08,3504.81
Packaged Foods,North Africa,2017-04-01,4281.68,3211.26
Packaged Foods,North Africa,2017-05-01,4790.77,3593.08
Packaged Foods,North Africa,2017-06-01,4294.34,3220.76
Packaged Foods,North Africa,2017-07-01,4357.97,3268.48
Packaged Foods,North Africa,2017-08-01,4618.68,3464.01
Packaged Foods,North Africa,2017-09-01,4332.2,3249.15
Packaged Foods,North Africa,2017-10-01,4813.67,3610.25
Packaged Foods,North Africa,2017-11-01,4505.87,3379.41
Packaged Foods,North Africa,2017-12-01,4307.44,3230.58
Packaged Foods,North Africa,2018-01-01,4577.79,3433.34
Packaged Foods,West of USA,2015-01-01,10240.98,7680.74
Packaged Foods,West of USA,2015-02-01,10642.08,7981.56
Packaged Foods,West of USA,2015-03-01,9892.25,7419.19
Packaged Foods,West of USA,2015-04-01,10066.28,7549.71
Packaged Foods,West of USA,2015-05-01,10273.64,7705.23
Packaged Foods,West of USA,2015-06-01,10373.56,7780.17
Packaged Foods,West of USA,2015-07-01,10462.31,7846.73
Packaged Foods,West of USA,2015-08-01,9975.04,7481.28
Packaged Foods,West of USA,2015-09-01,10031.14,7523.35
Packaged Foods,West of USA,2015-10-01,10646.12,7984.59
Packaged Foods,West of USA,2015-11-01,10685.84,8014.38
Packaged Foods,West of USA,2015-12-01,10088.32,7566.24
Packaged Foods,West of USA,2016-01-01,11336.27,8502.21
Packaged Foods,West of USA,2016-02-01,10281.75,7711.31
Packaged Foods,West of USA,2016-03-01,11113.84,8335.38
Packaged Foods,West of USA,2016-04-01,11223.78,8417.83
Packaged Foods,West of USA,2016-05-01,10781.8,8086.35
Packaged Foods,West of USA,2016-06-01,10945.18,8208.88
Packaged Foods,West of USA,2016-07-01,10134.01,7600.51
Packaged Foods,West of USA,2016-08-01,11138.67,8354.0
Packaged Foods,West of USA,2016-09-01,10933.93,8200.45
Packaged Foods,West of USA,2016-10-01,10799.46,8099.6
Packaged Foods,West of USA,2016-11-01,10803.07,8102.3
Packaged Foods,West of USA,2016-12-01,10262.18,7696.64
Packaged Foods,West of USA,2017-01-01,11701.89,8776.42
Packaged Foods,West of USA,2017-02-01,11272.98,8454.73
Packaged Foods,West of USA,2017-03-01,11379.19,8534.39
Packaged Foods,West of USA,2017-04-01,10788.97,8091.73
Packaged Foods,West of USA,2017-05-01,11406.44,8554.83
Packaged Foods,West of USA,2017-06-01,10881.01,8160.75
Packaged Foods,West of USA,2017-07-01,11587.41,8690.56
Packaged Foods,West of USA,2017-08-01,10596.93,7947.69
Packaged Foods,West of USA,2017-09-01,10727.42,8045.56
Packaged Foods,West of USA,2017-10-01,10844.31,8133.23
Packaged Foods,West of USA,2017-11-01,11100.19,8325.14
Packaged Foods,West of USA,2017-12-01,11733.41,8800.06
Packaged Foods,West of USA,2018-01-01,11097.31,8322.98
Packaged Foods,US Center,2015-01-01,7555.0,5666.25
Packaged Foods,US Center,2015-02-01,7086.77,5315.08
Packaged Foods,US Center,2015-03-01,7396.22,5547.16
Packaged Foods,US Center,2015-04-01,7322.86,5492.15
Packaged Foods,US Center,2015-05-01,7202.17,5401.63
Packaged Foods,US Center,2015-06-01,7486.02,5614.51
Packaged Foods,US Center,2015-07-01,7362.18,5521.63
Packaged Foods,US Center,2015-08-01,7290.17,5467.63
Packaged Foods,US Center,2015-09-01,7605.21,5703.9
Packaged Foods,US Center,2015-10-01,7274.4,5455.8
Packaged Foods,US Center,2015-11-01,7929.7,5947.27
Packaged Foods,US Center,2015-12-01,7279.03,5459.27
Packaged Foods,US Center,2016-01-01,8341.82,6256.37
Packaged Foods,US Center,2016-02-01,7559.66,5669.74
Packaged Foods,US Center,2016-03-01,8305.28,6228.96
Packaged Foods,US Center,2016-04-01,7466.39,5599.79
Packaged Foods,US Center,2016-05-01,7414.09,5560.57
Packaged Foods,US Center,2016-06-01,7499.25,5624.43
Packaged Foods,US Center,2016-07-01,8075.76,6056.82
Packaged Foods,US Center,2016-08-01,7627.06,5720.29
Packaged Foods,US Center,2016-09-01,7667.7,5750.77
Packaged Foods,US Center,2016-10-01,8043.75,6032.81
Packaged Foods,US Center,2016-11-01,7434.96,5576.22
Packaged Foods,US Center,2016-12-01,7917.93,5938.45
Packaged Foods,US Center,2017-01-01,8174.9,6131.18
Packaged Foods,US Center,2017-02-01,7937.63,5953.22
Packaged Foods,US Center,2017-03-01,8682.65,6511.99
Packaged Foods,US Center,2017-04-01,8135.22,6101.42
Packaged Foods,US Center,2017-05-01,8066.68,6050.01
Packaged Foods,US Center,2017-06-01,8466.97,6350.22
Packaged Foods,US Center,2017-07-01,8626.79,6470.09
Packaged Foods,US Center,2017-08-01,8003.82,6002.87
Packaged Foods,US Center,2017-09-01,7903.68,5927.76
Packaged Foods,US Center,2017-10-01,8730.6,6547.95
Packaged Foods,US Center,2017-11-01,8201.81,6151.36
Packaged Foods,US Center,2017-12-01,8308.59,6231.44
Packaged Foods,US Center,2018-01-01,8642.65,6481.99
Packaged Foods,West Africa,2015-01-01,4897.01,3672.75
Packaged Foods,West Africa,2015-02-01,4671.4,3503.55
Packaged Foods,West Africa,2015-03-01,4856.93,3642.69
Packaged Foods,West Africa,2015-04-01,4724.45,3543.34
Packaged Foods,West Africa,2015-05-01,4473.94,3355.46
Packaged Foods,West Africa,2015-06-01,4716.86,3537.65
Packaged Foods,West Africa,2015-07-01,4912.64,3684.48
Packaged Foods,West Africa,2015-08-01,4729.18,3546.88
Packaged Foods,West Africa,2015-09-01,4650.97,3488.23
Packaged Foods,West Africa,2015-10-01,4443.39,3332.54
Packaged Foods,West Africa,2015-11-01,4825.39,3619.05
Packaged Foods,West Africa,2015-12-01,4650.86,3488.15
Packaged Foods,West Africa,2016-01-01,4842.29,3631.72
Packaged Foods,West Africa,2016-02-01,4869.85,3652.39
Packaged Foods,West Africa,2016-03-01,4898.31,3673.73
Packaged Foods,West Africa,2016-04-01,4849.66,3637.25
Packaged Foods,West Africa,2016-05-01,4823.5,3617.62
Packaged Foods,West Africa,2016-06-01,4923.71,3692.79
Packaged Foods,West Africa,2016-07-01,4678.01,3508.51
Packaged Foods,West Africa,2016-08-01,4784.36,3588.27
Packaged Foods,West Africa,2016-09-01,4910.43,3682.83
Packaged Foods,West Africa,2016-10-01,5175.59,3881.69
Packaged Foods,West Africa,2016-11-01,4904.5,3678.37
Packaged Foods,West Africa,2016-12-01,4980.35,3735.26
Packaged Foods,West Africa,2017-01-01,5439.87,4079.9
Packaged Foods,West Africa,2017-02-01,5385.16,4038.87
Packaged Foods,West Africa,2017-03-01,5326.86,3995.14
Packaged Foods,West Africa,2017-04-01,5268.98,3951.74
Packaged Foods,West Africa,2017-05-01,5254.29,3940.72
Packaged Foods,West Africa,2017-06-01,5001.61,3751.21
Packaged Foods,West Africa,2017-07-01,4967.09,3725.32
Packaged Foods,West Africa,2017-08-01,4917.56,3688.17
Packaged Foods,West Africa,2017-09-01,4941.33,3706.0
Packaged Foods,West Africa,2017-10-01,5266.2,3949.65
Packaged Foods,West Africa,2017-11-01,5262.14,3946.61
Packaged Foods,West Africa,2017-12-01,4906.09,3679.57
Packaged Foods,West Africa,2018-01-01,5675.69,4256.77
Packaged Foods,East Africa,2015-01-01,2344.33,1758.24
Packaged Foods,East Africa,2015-02-01,2371.78,1778.84
Packaged Foods,East Africa,2015-03-01,2240.07,1680.05
Packaged Foods,East Africa,2015-04-01,2462.45,1846.84
Packaged Foods,East Africa,2015-05-01,2241.92,1681.44
Packaged Foods,East Africa,2015-06-01,2279.02,1709.26
Packaged Foods,East Africa,2015-07-01,2351.02,1763.27
Packaged Foods,East Africa,2015-08-01,2360.23,1770.17
Packaged Foods,East Africa,2015-09-01,2370.3,1777.73
Packaged Foods,East Africa,2015-10-01,2484.43,1863.32
Packaged Foods,East Africa,2015-11-01,2229.15,1671.86
Packaged Foods,East Africa,2015-12-01,2410.82,1808.11
Packaged Foods,East Africa,2016-01-01,2458.05,1843.54
Packaged Foods,East Africa,2016-02-01,2571.82,1928.86
Packaged Foods,East Africa,2016-03-01,2528.77,1896.57
Packaged Foods,East Africa,2016-04-01,2571.93,1928.95
Packaged Foods,East Africa,2016-05-01,2587.08,1940.31
Packaged Foods,East Africa,2016-06-01,2562.35,1921.76
Packaged Foods,East Africa,2016-07-01,2369.54,1777.16
Packaged Foods,East Africa,2016-08-01,2490.01,1867.51
Packaged Foods,East Africa,2016-09-01,2560.23,1920.18
Packaged Foods,East Africa,2016-10-01,2560.56,1920.42
Packaged Foods,East Africa,2016-11-01,2605.98,1954.48
Packaged Foods,East Africa,2016-12-01,2453.92,1840.44
Packaged Foods,East Africa,2017-01-01,2449.51,1837.13
Packaged Foods,East Africa,2017-02-01,2673.86,2005.39
Packaged Foods,East Africa,2017-03-01,2533.59,1900.19
Packaged Foods,East Africa,2017-04-01,2651.49,1988.61
Packaged Foods,East Africa,2017-05-01,2462.01,1846.51
Packaged Foods,East Africa,2017-06-01,2557.71,1918.28
Packaged Foods,East Africa,2017-07-01,2644.47,1983.36
Packaged Foods,East Africa,2017-08-01,2486.08,1864.56
Packaged Foods,East Africa,2017-09-01,2545.77,1909.32
Packaged Foods,East Africa,2017-10-01,2492.01,1869.01
Packaged Foods,East Africa,2017-11-01,2725.03,2043.77
Packaged Foods,East Africa,2017-12-01,2688.56,2016.42
Packaged Foods,East Africa,2018-01-01,2778.45,2083.84
Packaged Foods,Southern Europe,2015-01-01,12051.21,9038.41
Packaged Foods,Southern Europe,2015-02-01,12711.48,9533.61
Packaged Foods,Southern Europe,2015-03-01,11674.16,8755.62
Packaged Foods,Southern Europe,2015-04-01,12318.94,9239.21
Packaged Foods,Southern Europe,2015-05-01,11425.52,8569.14
Packaged Foods,Southern Europe,2015-06-01,12197.91,9148.43
Packaged Foods,Southern Europe,2015-07-01,11582.9,8687.17
Packaged Foods,Southern Europe,2015-08-01,11314.68,8486.01
Packaged Foods,Southern Europe,2015-09-01,12612.81,9459.61
Packaged Foods,Southern Europe,2015-10-01,11704.12,8778.09
Packaged Foods,Southern Europe,2015-11-01,12729.8,9547.35
Packaged Foods,Southern Europe,2015-12-01,12281.86,9211.4
Packaged Foods,Southern Europe,2016-01-01,12882.4,9661.8
Packaged Foods,Southern Europe,2016-02-01,12886.27,9664.71
Packaged Foods,Southern Europe,2016-03-01,13369.41,10027.06
Packaged Foods,Southern Europe,2016-04-01,12206.57,9154.93
Packaged Foods,Southern Europe,2016-05-01,13362.26,10021.69
Packaged Foods,Southern Europe,2016-06-01,12353.42,9265.06
Packaged Foods,Southern Europe,2016-07-01,12008.95,9006.71
Packaged Foods,Southern Europe,2016-08-01,13263.2,9947.4
Packaged Foods,Southern Europe,2016-09-01,12013.51,9010.13
Packaged Foods,Southern Europe,2016-10-01,12586.14,9439.6
Packaged Foods,Southern Europe,2016-11-01,13129.6,9847.2
Packaged Foods,Southern Europe,2016-12-01,12285.16,9213.87
Packaged Foods,Southern Europe,2017-01-01,13605.05,10203.78
Packaged Foods,Southern Europe,2017-02-01,13480.45,10110.34
Packaged Foods,Southern Europe,2017-03-01,13558.7,10169.03
Packaged Foods,Southern Europe,2017-04-01,12699.19,9524.39
Packaged Foods,Southern Europe,2017-05-01,13577.59,10183.19
Packaged Foods,Southern Europe,2017-06-01,13795.04,10346.28
Packaged Foods,Southern Europe,2017-07-01,12684.27,9513.2
Packaged Foods,Southern Europe,2017-08-01,13987.49,10490.62
Packaged Foods,Southern Europe,2017-09-01,13973.34,10480.01
Packaged Foods,Southern Europe,2017-10-01,12966.65,9724.99
Packaged Foods,Southern Europe,2017-11-01,13979.02,10484.26
Packaged Foods,Southern Europe,2017-12-01,13952.12,10464.09
Packaged Foods,Southern Europe,2018-01-01,13277.09,9957.81
Packaged Foods,East of USA,2015-01-01,9073.24,6804.93
Packaged Foods,East of USA,2015-02-01,9304.29,6978.21
Packaged Foods,East of USA,2015-03-01,9157.42,6868.06
Packaged Foods,East of USA,2015-04-01,8426.57,6319.93
Packaged Foods,East of USA,2015-05-01,8717.69,6538.27
Packaged Foods,East of USA,2015-06-01,8882.81,6662.1
Packaged Foods,East of USA,2015-07-01,8679.06,6509.3
Packaged Foods,East of USA,2015-08-01,8694.3,6520.72
Packaged Foods,East of USA,2015-09-01,8388.18,6291.13
Packaged Foods,East of USA,2015-10-01,8293.71,6220.28
Packaged Foods,East of USA,2015-11-01,8610.04,6457.53
Packaged Foods,East of USA,2015-12-01,8734.15,6550.61
Packaged Foods,East of USA,2016-01-01,9343.38,7007.54
Packaged Foods,East of USA,2016-02-01,9761.62,7321.21
Packaged Foods,East of USA,2016-03-01,8799.87,6599.9
Packaged Foods,East of USA,2016-04-01,9086.07,6814.55
Packaged Foods,East of USA,2016-05-01,9666.93,7250.2
Packaged Foods,East of USA,2016-06-01,9617.6,7213.2
Packaged Foods,East of USA,2016-07-01,8824.85,6618.63
Packaged Foods,East of USA,2016-08-01,9451.11,7088.34
Packaged Foods,East of USA,2016-09-01,8799.79,6599.84
Packaged Foods,East of USA,2016-10-01,9750.88,7313.16
Packaged Foods,East of USA,2016-11-01,8989.25,6741.94
Packaged Foods,East of USA,2016-12-01,9373.73,7030.3
Packaged Foods,East of USA,2017-01-01,9684.34,7263.26
Packaged Foods,East of USA,2017-02-01,9732.58,7299.43
Packaged Foods,East of USA,2017-03-01,9385.09,7038.82
Packaged Foods,East of USA,2017-04-01,9553.95,7165.46
Packaged Foods,East of USA,2017-05-01,9464.85,7098.64
Packaged Foods,East of USA,2017-06-01,9853.61,7390.21
Packaged Foods,East of USA,2017-07-01,9628.06,7221.05
Packaged Foods,East of USA,2017-08-01,9825.49,7369.12
Packaged Foods,East of USA,2017-09-01,9761.4,7321.05
Packaged Foods,East of USA,2017-10-01,9912.24,7434.18
Packaged Foods,East of USA,2017-11-01,10273.22,7704.92
Packaged Foods,East of USA,2017-12-01,9757.74,7318.31
Packaged Foods,East of USA,2018-01-01,10261.46,7696.1
Packaged Foods,Canada,2015-01-01,1239.24,929.43
Packaged Foods,Canada,2015-02-01,1229.47,922.1
Packaged Foods,Canada,2015-03-01,1209.5,907.13
Packaged Foods,Canada,2015-04-01,1185.25,888.94
Packaged Foods,Canada,2015-05-01,1227.85,920.89
Packaged Foods,Canada,2015-06-01,1185.26,888.94
Packaged Foods,Canada,2015-07-01,1245.91,934.43
Packaged Foods,Canada,2015-08-01,1279.19,959.39
Packaged Foods,Canada,2015-09-01,1266.54,949.91
Packaged Foods,Canada,2015-10-01,1264.53,948.4
Packaged Foods,Canada,2015-11-01,1180.44,885.33
Packaged Foods,Canada,2015-12-01,1154.09,865.57
Packaged Foods,Canada,2016-01-01,1238.01,928.5
Packaged Foods,Canada,2016-02-01,1294.45,970.84
Packaged Foods,Canada,2016-03-01,1225.85,919.39
Packaged Foods,Canada,2016-04-01,1222.05,916.54
Packaged Foods,Canada,2016-05-01,1360.33,1020.24
Packaged Foods,Canada,2016-06-01,1261.2,945.9
Packaged Foods,Canada,2016-07-01,1216.42,912.31
Packaged Foods,Canada,2016-08-01,1285.41,964.06
Packaged Foods,Canada,2016-09-01,1314.05,985.54
Packaged Foods,Canada,2016-10-01,1277.52,958.14
Packaged Foods,Canada,2016-11-01,1226.86,920.14
Packaged Foods,Canada,2016-12-01,1285.92,964.44
Packaged Foods,Canada,2017-01-01,1278.13,958.59
Packaged Foods,Canada,2017-02-01,1385.09,1038.82
Packaged Foods,Canada,2017-03-01,1418.83,1064.12
Packaged Foods,Canada,2017-04-01,1273.73,955.3
Packaged Foods,Canada,2017-05-01,1359.23,1019.42
Packaged Foods,Canada,2017-06-01,1401.33,1051.0
Packaged Foods,Canada,2017-07-01,1370.56,1027.92
Packaged Foods,Canada,2017-08-01,1291.07,968.3
Packaged Foods,Canada,2017-09-01,1277.98,958.48
Packaged Foods,Canada,2017-10-01,1340.94,1005.71
Packaged Foods,Canada,2017-11-01,1274.76,956.07
Packaged Foods,Canada,2017-12-01,1402.3,1051.72
Packaged Foods,Canada,2018-01-01,1417.98,1063.49
Packaged Foods,Southern Africa,2015-01-01,1442.49,1081.87
Packaged Foods,Southern Africa,2015-02-01,1522.87,1142.15
Packaged Foods,Southern Africa,2015-03-01,1424.39,1068.3
Packaged Foods,Southern Africa,2015-04-01,1477.37,1108.03
Packaged Foods,Southern Africa,2015-05-01,1476.01,1107.01
Packaged Foods,Southern Africa,2015-06-01,1404.83,1053.63
Packaged Foods,Southern Africa,2015-07-01,1528.18,1146.14
Packaged Foods,Southern Africa,2015-08-01,1510.07,1132.56
Packaged Foods,Southern Africa,2015-09-01,1421.64,1066.23
Packaged Foods,Southern Africa,2015-10-01,1462.68,1097.01
Packaged Foods,Southern Africa,2015-11-01,1441.17,1080.88
Packaged Foods,Southern Africa,2015-12-01,1552.33,1164.24
Packaged Foods,Southern Africa,2016-01-01,1579.85,1184.89
Packaged Foods,Southern Africa,2016-02-01,1631.24,1223.43
Packaged Foods,Southern Africa,2016-03-01,1598.23,1198.68
Packaged Foods,Southern Africa,2016-04-01,1602.86,1202.15
Packaged Foods,Southern Africa,2016-05-01,1513.39,1135.05
Packaged Foods,Southern Africa,2016-06-01,1613.47,1210.1
Packaged Foods,Southern Africa,2016-07-01,1517.96,1138.47
Packaged Foods,Southern Africa,2016-08-01,1609.43,1207.07
Packaged Foods,Southern Africa,2016-09-01,1587.66,1190.75
Packaged Foods,Southern Africa,2016-10-01,1550.45,1162.83
Packaged Foods,Southern Africa,2016-11-01,1487.4,1115.55
Packaged Foods,Southern Africa,2016-12-01,1567.41,1175.56
Packaged Foods,Southern Africa,2017-01-01,1650.39,1237.8
Packaged Foods,Southern Africa,2017-02-01,1662.31,1246.73
Packaged Foods,Southern Africa,2017-03-01,1541.48,1156.11
Packaged Foods,Southern Africa,2017-04-01,1577.23,1182.92
Packaged Foods,Southern Africa,2017-05-01,1637.99,1228.49
Packaged Foods,Southern Africa,2017-06-01,1694.88,1271.16
Packaged Foods,Southern Africa,2017-07-01,1573.9,1180.43
Packaged Foods,Southern Africa,2017-08-01,1703.57,1277.68
Packaged Foods,Southern Africa,2017-09-01,1718.82,1289.11
Packaged Foods,Southern Africa,2017-10-01,1545.89,1159.42
Packaged Foods,Southern Africa,2017-11-01,1669.82,1252.36
Packaged Foods,Southern Africa,2017-12-01,1606.1,1204.57
Packaged Foods,Southern Africa,2018-01-01,1633.21,1224.91
Packaged Foods,Central Asia,2015-01-01,681.48,511.11
Packaged Foods,Central Asia,2015-02-01,693.23,519.92
Packaged Foods,Central Asia,2015-03-01,664.17,498.13
Packaged Foods,Central Asia,2015-04-01,721.41,541.06
Packaged Foods,Central Asia,2015-05-01,701.03,525.78
Packaged Foods,Central Asia,2015-06-01,691.92,518.94
Packaged Foods,Central Asia,2015-07-01,736.05,552.04
Packaged Foods,Central Asia,2015-08-01,744.4,558.3
Packaged Foods,Central Asia,2015-09-01,701.43,526.07
Packaged Foods,Central Asia,2015-10-01,688.94,516.71
Packaged Foods,Central Asia,2015-11-01,713.69,535.26
Packaged Foods,Central Asia,2015-12-01,696.96,522.72
Packaged Foods,Central Asia,2016-01-01,774.98,581.24
Packaged Foods,Central Asia,2016-02-01,721.41,541.05
Packaged Foods,Central Asia,2016-03-01,707.17,530.37
Packaged Foods,Central Asia,2016-04-01,697.13,522.84
Packaged Foods,Central Asia,2016-05-01,710.92,533.19
Packaged Foods,Central Asia,2016-06-01,704.18,528.14
Packaged Foods,Central Asia,2016-07-01,776.68,582.51
Packaged Foods,Central Asia,2016-08-01,756.18,567.14
Packaged Foods,Central Asia,2016-09-01,747.4,560.55
Packaged Foods,Central Asia,2016-10-01,779.71,584.78
Packaged Foods,Central Asia,2016-11-01,750.69,563.02
Packaged Foods,Central Asia,2016-12-01,758.51,568.88
Packaged Foods,Central Asia,2017-01-01,745.36,559.02
Packaged Foods,Central Asia,2017-02-01,757.4,568.05
Packaged Foods,Central Asia,2017-03-01,788.16,591.12
Packaged Foods,Central Asia,2017-04-01,808.54,606.41
Packaged Foods,Central Asia,2017-05-01,756.89,567.67
Packaged Foods,Central Asia,2017-06-01,772.89,579.67
Packaged Foods,Central Asia,2017-07-01,756.89,567.66
Packaged Foods,Central Asia,2017-08-01,757.56,568.17
Packaged Foods,Central Asia,2017-09-01,784.19,588.14
Packaged Foods,Central Asia,2017-10-01,816.29,612.22
Packaged Foods,Central Asia,2017-11-01,821.62,616.21
Packaged Foods,Central Asia,2017-12-01,783.35,587.51
Packaged Foods,Central Asia,2018-01-01,769.47,577.11
Packaged Foods,Eastern Europe,2015-01-01,4863.04,3647.28
Packaged Foods,Eastern Europe,2015-02-01,5090.51,3817.88
Packaged Foods,Eastern Europe,2015-03-01,5251.88,3938.91
Packaged Foods,Eastern Europe,2015-04-01,4784.91,3588.68
Packaged Foods,Eastern Europe,2015-05-01,5194.15,3895.61
Packaged Foods,Eastern Europe,2015-06-01,5224.69,3918.52
Packaged Foods,Eastern Europe,2015-07-01,4751.15,3563.36
Packaged Foods,Eastern Europe,2015-08-01,5239.89,3929.91
Packaged Foods,Eastern Europe,2015-09-01,5054.32,3790.74
Packaged Foods,Eastern Europe,2015-10-01,5204.72,3903.54
Packaged Foods,Eastern Europe,2015-11-01,5101.28,3825.96
Packaged Foods,Eastern Europe,2015-12-01,5104.29,3828.22
Packaged Foods,Eastern Europe,2016-01-01,5483.0,4112.25
Packaged Foods,Eastern Europe,2016-02-01,5412.57,4059.43
Packaged Foods,Eastern Europe,2016-03-01,5189.55,3892.16
Packaged Foods,Eastern Europe,2016-04-01,5172.99,3879.74
Packaged Foods,Eastern Europe,2016-05-01,5542.1,4156.58
Packaged Foods,Eastern Europe,2016-06-01,5098.37,3823.78
Packaged Foods,Eastern Europe,2016-07-01,5169.39,3877.04
Packaged Foods,Eastern Europe,2016-08-01,5022.81,3767.11
Packaged Foods,Eastern Europe,2016-09-01,5145.69,3859.27
Packaged Foods,Eastern Europe,2016-10-01,5300.0,3975.0
Packaged Foods,Eastern Europe,2016-11-01,5054.22,3790.67
Packaged Foods,Eastern Europe,2016-12-01,5200.31,3900.23
Packaged Foods,Eastern Europe,2017-01-01,5581.22,4185.91
Packaged Foods,Eastern Europe,2017-02-01,5433.53,4075.15
Packaged Foods,Eastern Europe,2017-03-01,5678.04,4258.53
Packaged Foods,Eastern Europe,2017-04-01,5519.51,4139.63
Packaged Foods,Eastern Europe,2017-05-01,5393.71,4045.28
Packaged Foods,Eastern Europe,2017-06-01,5657.95,4243.46
Packaged Foods,Eastern Europe,2017-07-01,5545.03,4158.77
Packaged Foods,Eastern Europe,2017-08-01,5477.37,4108.02
Packaged Foods,Eastern Europe,2017-09-01,5285.29,3963.97
Packaged Foods,Eastern Europe,2017-10-01,5831.24,4373.43
Packaged Foods,Eastern Europe,2017-11-01,5293.77,3970.33
Packaged Foods,Eastern Europe,2017-12-01,5433.06,4074.79
Packaged Foods,Eastern Europe,2018-01-01,5844.21,4383.15
Packaged Foods,South of USA,2015-01-01,5424.59,4068.44
Packaged Foods,South of USA,2015-02-01,5033.61,3775.21
